date,id,name,diameter_max_km,diameter_min_km,size,hazard,speed,distance
2020-01-01 00:00:00,3976530,(2020 AM1),0.0305179233,0.0682401509,0.0493790371,False,14950.857496556,23884049.19147211
2020-01-01 00:00:00,3942362,(2019 YK),0.0421264611,0.0941976306,0.06816204584999999,False,26445.9605004117,5390966.393620589
2020-01-01 00:00:00,3978225,(2020 AN2),0.0133215567,0.0297879063,0.0215547315,False,55270.1362905576,3024018.647026494
2020-01-01 00:00:00,3972421,(2020 AX),0.0146067964,0.0326617897,0.023634293049999998,False,26340.2474640716,7428459.05953234
2020-01-01 00:00:00,3893737,(2019 WE5),0.0667659413,0.1492931834,0.10802956235,False,18012.3520205353,20137982.751645297
2020-01-01 00:00:00,3976578,(2020 AE2),0.0699125232,0.1563291544,0.11312083880000001,False,47875.6707729516,35476716.41533804
2020-01-01 00:00:00,3591759,(2011 YE40),0.0242412481,0.0542050786,0.03922316335,False,46045.6069203144,9623911.862060713
2020-01-01 00:00:00,3630817,(2013 EC20),0.0042126461,0.0094197631,0.0068162046,False,10056.2118173665,24236093.670202747
2020-01-01 00:00:00,3747497,(2016 EF195),0.0211132445,0.0472106499,0.0341619472,False,63384.3514692871,41620907.680494376
2020-01-01 00:00:00,3564720,(2011 HS60),0.1460679643,0.3266178974,0.23634293085000002,False,63988.6407911996,29752373.442310072
